No;nama;npsn;bentuk_pendidikan;alamat_jalan;desa_kelurahan;kecamatan;kabupaten;provinsi;status_sekolah
13705;SMP NEGERI 3 PAGUYAMAN;40500163;SMP;Jl. Siswa No 1 Dusun Bulumbu;Mutiara;Kec. Paguyaman;Kab. Boalemo;Prov. Gorontalo;NEGERI
13706;SMP NEGERI 12 PAGUYAMAN;69964953;SMP;Jalan Mustika;Saripi;Kec. Paguyaman;Kab. Boalemo;Prov. Gorontalo;NEGERI
13707;SMP NEGERI 1 PAGUYAMAN;40500153;SMP;Dusun Oloa;Sosial;Kec. Paguyaman;Kab. Boalemo;Prov. Gorontalo;NEGERI
13708;SMP NEGERI 5 SATU ATAP PAGUYAMAN PANTAI;40501671;SMP;Jalan Merdeka;Apitalawu;Kec. Paguyaman Pantai;Kab. Boalemo;Prov. Gorontalo;NEGERI
13709;SMP NEGERI 1 PAGUYAMAN PANTAI;40500154;SMP;Jl. Siswa Dusun Iloheluma;Bubaa;Kec. Paguyaman Pantai;Kab. Boalemo;Prov. Gorontalo;NEGERI
13710;SMP NEGERI 4 SATU ATAP PAGUYAMAN PANTAI;40501670;SMP;Jalan TMMD, Dusun Tumba;Bukit Karya;Kec. Paguyaman Pantai;Kab. Boalemo;Prov. Gorontalo;NEGERI
13711;SMP NEGERI 2 PAGUYAMAN PANTAI;40501675;SMP;Jln. Siswa Dusun Limba;Limbatihu;Kec. Paguyaman Pantai;Kab. Boalemo;Prov. Gorontalo;NEGERI
13712;SMP NEGERI 3 SATU ATAP PAGUYAMAN PANTAI;40501701;SMP;Jalan Poros  Desa Lito;Lito;Kec. Paguyaman Pantai;Kab. Boalemo;Prov. Gorontalo;NEGERI
13713;SMP NEGERI 6 SATU ATAP PAGUYAMAN PANTAI;40502674;SMP;Jalan Siswa Dusun Towayu;Towayu;Kec. Paguyaman Pantai;Kab. Boalemo;Prov. Gorontalo;NEGERI
13714;SMP NEGERI 2 TILAMUTA;40500161;SMP;Jl. Hj. Jariah B. Manto;Ayuhulalo;Kec. Tilamuta;Kab. Boalemo;Prov. Gorontalo;NEGERI
13715;SMP NEGERI 5 SATU ATAP TILAMUTA;40501709;SMP;Jl. Trans Sulawesi;Lahumbo;Kec. Tilamuta;Kab. Boalemo;Prov. Gorontalo;NEGERI
13716;SMP NEGERI 1 TILAMUTA;40500155;SMP;Jl. Abas Macmoed No. 01;Limbato;Kec. Tilamuta;Kab. Boalemo;Prov. Gorontalo;NEGERI
13717;SMP NEGERI 4 TILAMUTA;40501676;SMP;Jl. Husin Tumulo No. 02;Pentadu Barat;Kec. Tilamuta;Kab. Boalemo;Prov. Gorontalo;NEGERI
13718;SMPN 6 TILAMUTA SATAP;40501824;SMP;POHEITA;PENTADU TIMU;Kec. Tilamuta;Kab. Boalemo;Prov. Gorontalo;NEGERI
13719;SMP NEGERI 6 SATU ATAP TILAMUTA;40501827;SMP;Jl. Huludulimu, Dusun IV Poheita;Pentadu Timur;Kec. Tilamuta;Kab. Boalemo;Prov. Gorontalo;NEGERI
13720;SMP NEGERI 3 SATU ATAP TILAMUTA;40501667;SMP;Dusun Bontula;Tenilo;Kec. Tilamuta;Kab. Boalemo;Prov. Gorontalo;NEGERI
13721;SMP NEGERI 9 SATU ATAP WONOSARI;40502195;SMP;Dusun Karya Baru;BONGO II;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13722;SMPN 11 WONOSARI;69754630;SMP;JLN. BONGO DUA;DS. BONGO DUA;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13723;SMP NEGERI 4 WONOSARI;40501677;SMP;JL. BHAYANGKARA NO. 172;Harapan;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13724;SMP IT DARUL MADINAH WONOSARI;70001908;SMP;Desa Jati Mulya, Patok 70, Kec. Wonosari, Boalemo;Jati Mulya;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;SWASTA
13725;SMP IT DARUL MADINAH WONOSARI;70001781;SMP;Desa Jati Mulya, Patok 70, Kec. Wonosari, Boalemo;Jati Mulya;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;SWASTA
13726;SMP NEGERI 1 WONOSARI;40500156;SMP;JL. MERDEKA NO. 763 DESA JATIMULYA;Jati Mulya;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13727;SMP NEGERI 8 SATU ATAP WONOSARI;40501713;SMP;Jl. Trans Bongo, Dusun Olunga;Mekar Jaya;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13728;SMP NEGERI 5 SATU ATAP WONOSARI;40501672;SMP;Jl. Siswa, Dusun Iloponu Timur;Pangea;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13729;SMP NEGERI 10 SATU ATAP WONOSARI;40502194;SMP;Dusun Batuwapi;Pangea;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13730;SMP NEGERI 7 WONOSARI;40502744;SMP;Dusun Karang Anyar;Raharja;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13731;SMP NEGERI 12 WONOSARI;69945627;SMP;Jl. Trans SP. 1, Dusun Tangga I;Sari Tani;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13732;SMP NEGERI 11 SATU ATAP WONOSARI;69754630;SMP;Jl. Siswa, Dusun III Longgi;Sari Tani;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13733;SMP NEGERI 6 WONOSARI;40501674;SMP;Jl. PPK Intisari;Sari Tani;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13734;SMP NEGERI 2 WONOSARI;40500162;SMP;Jl. Siswa, Dusun Perintis 1;Suka Maju;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13735;SMP NEGERI 3 WONOSARI;40500182;SMP;Jl. Simpang Tiga No. 001, Dusun Karya Bakti I;Suka Mulia;Kec. Wonosari;Kab. Boalemo;Prov. Gorontalo;NEGERI
13736;SMP NEGERI 2 SATU ATAP BONE;40501598;SMP;Jl. Air Terjun;Ilohuuwa;Kec. Bone;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13737;SMP NEGERI 3  BONE;40501886;SMP;Jl. Trans Sulawesi Pantai Selatan;Sogitia;Kec. Bone;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13738;SMP NEGERI 1 BONE;40500882;SMP;Jl. Protokol Taludaa No. 56;Taludaa;Kec. Bone;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13739;SMP NEGERI 1 BONE RAYA;40500886;SMP;Jln. Trans Sulawesi Pantai Selatan;Moopiya;Kec. Bone Raya;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13740;SMP NEGERI 1 BONEPANTAI;40500878;SMP;Jalan Nikolas Kaluara;Bilungala;Kec. Bonepantai;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13741;SMPN TERBUKA 1 BONEPANTAI;40501600;SMP;JL. NIKOLAS KALUARA  DS. BILUNGALA  KEC. BONEPANTAI;DESA BILUNGALA;Kec. Bonepantai;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13742;SMPN 4 SATU ATAP BONEPANTAI;69860524;SMP;DESA KEMIRI;Kamiri;Kec. Bonepantai;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13743;SMP NEGERI 3 SATU ATAP BONEPANTAI;40501831;SMP;Jl. Trans Pantai Selatan;Tolotio;Kec. Bonepantai;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13744;SMP ISLAM INTEGRAL HIDAYATULLAH;69988772;SMP;Jl. NOOSALAMATI;Tunas Jaya;Kec. Bonepantai;Kab. Bone Bolango;Prov. Gorontalo;SWASTA
13745;SMP NEGERI 2 SATU ATAP BONEPANTAI;40501596;SMP;Jl. Trans Sulawesi;UABANGA;Kec. Bonepantai;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13746;SMP NEGERI 1 BOTUPINGGE;40500883;SMP;Jl. Muchlis Rahim;Timbuolo;Kec. Botupingge;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13747;SMP NEGERI 1 BULANGO SELATAN;69947075;SMP;JL. TOHETUTU;Sejahtera;Kec. Bulango Selatan;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13748;SMP NEGERI 1 BULANGO TIMUR;40501818;SMP;Jln.Tapa Kabila;Bulotalangi;Kec. Bulango Timur;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13749;SMP AL-HAMIM MOOSALAMATI;70035132;SMP;Desa Bulotalangi Timur Kec. Bulango Timur;Bulotalangi Timur;Kec. Bulango Timur;Kab. Bone Bolango;Prov. Gorontalo;SWASTA
13750;SMPT Negeri 1 Tapa;40501603;SMP;Jln. Irigasi No. 223 Desa Popodu;Popodu;Kec. Bulango Timur;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13751;SMP NEGERI 1 TAPA;40500881;SMP;Gorontalo;Popodu;Kec. Bulango Timur;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13752;SMP NEGERI 1 BULANGO ULU;40500891;SMP;Jl. Pilolaheya;Mongiilo;Kec. Bulango Ulu;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13753;SMP NEGERI 2 SATU ATAP BULANGO ULU;40501820;SMP;Jln. Pilomateya;Mongilo Utara;Kec. Bulango Ulu;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13754;SMP NEGERI 3 SATU ATAP BULANGO ULU;40501880;SMP;Suka Makmur;Suka Makmur;Kec. Bulango Ulu;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13755;SMP NEGERI 1 BULANGO UTARA;40500885;SMP;Jl.dulamayo;Boidu;Kec. Bulango Utara;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13756;SMP NEGERI 2 SATU ATAP BULANGO UTARA;40501593;SMP;Jl.dulamayo;Longalo;Kec. Bulango Utara;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13757;SMP NEGERI 3 SATU ATAP BULANGO UTARA;40501819;SMP;Jl, Tupa Mongiilo;Tuloa;Kec. Bulango Utara;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13758;SMP NEGERI 1 BULAWA;40500894;SMP;Jl.simpang Tiga Kaidundu;Kaidundu;Kec. Bulawa;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13759;SMP NEGERI 2 BULAWA;69964399;SMP;JL.TRANS SULAWESI DESA MAMUNGAA KEC. BULAWA;Mamungaa;Kec. Bulawa;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13760;SMP Negeri 2 Kabila;69757217;SMP;Jl. Agropolitan;Dutohe;Kec. Kabila;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13761;SMP ISLAM TERPADU INSAN KARIM;70029853;SMP;DESA DUTOHE BARAT KEC. KABILA KAB. BONE BOLANGO;Dutohe Barat;Kec. Kabila;Kab. Bone Bolango;Prov. Gorontalo;SWASTA
13762;SMP NEGERI 1 KABILA;40500879;SMP;Jln. Nani Wartabone No 39;Oluhuta;Kec. Kabila;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13763;SMP NEGERI 3 KABILA;69971571;SMP;Jln. Ratuwangi;Poowo Barat;Kec. Kabila;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13764;SMP NEGERI 3 SATU ATAP KABILA BONE;40501887;SMP;Jl. Trans Sulawesi;Botubarani;Kec. Kabila Bone;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13765;SMP NEGERI 1 KABILA BONE;40500892;SMP;JlnTrans Sulawesi Pantai Selatan;Molotabu;Kec. Kabila Bone;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13766;SMP NEGERI 2 SATU ATAP KABILA BONE;40501594;SMP;Jl.Wisata Bahari Desa Olele;Olele;Kec. Kabila Bone;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13767;SMP ISLAM TERPADU FATHUL MAARIF;69979501;SMP;Jln. Trans Pantai Selatan;Oluhuta;Kec. Kabila Bone;Kab. Bone Bolango;Prov. Gorontalo;SWASTA
13768;SMP NEGERI 1 PINOGU;40500893;SMP;Desa Pinogu Permai;Pinogu Permai;Kec. Pinogu;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13769;SMP NEGERI 2 SUWAWA;40500889;SMP;Jl. Makam Pahlawan H. Nani Wartabone;Bube;Kec. Suwawa;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13770;SMPN 1 TERBUKA SUWAWA;40501602;SMP;JL. SUWAWA NO. 56;DESA TINGKOHUBU;Kec. Suwawa;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13771;SMP MATHLA UL HUDA;69964397;SMP;DESA TINGKOHUBU;Tingkohubu;Kec. Suwawa;Kab. Bone Bolango;Prov. Gorontalo;SWASTA
13772;SMP NEGERI 1 SUWAWA;40500880;SMP;Jl. Suwawa N0. 56;Tingkohubu;Kec. Suwawa;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13773;SMP ISLAM TERPADU ASY SYIFA;70053016;SMP;DESA ULANTHA KECAMATAN SUWAWA KABUPATEN BONE BOLANGO;Ulanta;Kec. Suwawa;Kab. Bone Bolango;Prov. Gorontalo;SWASTA
13774;SMP NEGERI 3 SUWAWA;40501595;SMP;Desa Ulanta Kec. Suwawa;Ulanta;Kec. Suwawa;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13775;SMP NEGERI 2 SATU ATAP SUWAWA SELATAN;40501597;SMP;Jln. Batuduanga;Bondawuna;Kec. Suwawa Selatan;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13776;SMP NEGERI 1 SUWAWA SELATAN;40500915;SMP;Libungo;Libungo;Kec. Suwawa Selatan;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13777;SMP NEGERI 1 SUWAWA TENGAH;69899891;SMP;DESA TOLOMATO KEC. SUWAWA TENGAH;Tolomato;Kec. Suwawa Tengah;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13778;SMPN 2 SUWAWA TIMUR;40500893;SMP;JL. INPRES PINOGU DESA PINOGU;DESA PINOGU;Kec. Suwawa Timur;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13779;SMP NEGERI 1 SUWAWA TIMUR;40500884;SMP;Jl. Pasar Bersemi;Tilangobula;Kec. Suwawa Timur;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13780;SMP NEGERI 2 SATU ATAP SUWAWA TIMUR;40501599;SMP;Jl.Pasar bersemi;Tulabolo;Kec. Suwawa Timur;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13781;SMP NEGERI 3 SATAP SUWAWA TIMUR;69964400;SMP;DESA TULABOLO TIMUR;Tulabolo Timur;Kec. Suwawa Timur;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13782;SMP NEGERI 1 TILONGKABILA;40500887;SMP;Jl. HB. Jasin;Bongoime;Kec. Tilongkabila;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13783;SMP NEGERI 2 SATAP TILONGKABILA;40501601;SMP;Desa Lonuo;LONUO;Kec. Tilongkabila;Kab. Bone Bolango;Prov. Gorontalo;NEGERI
13784;SMP ISLAM BINTANG MAHARDIKA;70043010;SMP;DESA TOTO UTARA;Toto Utara;Kec. Tilongkabila;Kab. Bone Bolango;Prov. Gorontalo;SWASTA
13785;SMPN 5 SATAP ASPARAGA;69786612;SMP;ASPARAGA;ASPARAGA;Kec. Asparaga;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13786;SMP NEGERI 5 SATAP ASPARAGA;69786612;SMP;Jln. Raja Tolangohula;Bululi;Kec. Asparaga;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13787;SMP NEGERI 1 ASPARAGA;40500394;SMP;Jalan Baru Desa Karya Indah Kec. Asparaga;Karya Indah;Kec. Asparaga;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13788;SMP NEGERI 2 SATAP ASPARAGA;40502429;SMP;Jalan Raja Tolangohula no 120386;Mohiyolo;Kec. Asparaga;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13789;SMP NEGERI 3 SATAP ASPARAGA;40502415;SMP;JL. SUNGAI OLIMOHULO, Ds. OLIMOHULO;OLIMOHULO;Kec. Asparaga;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13790;SMP NEGERI 4 SATU ATAP ASPARAGA;40502435;SMP;Jl. Sms Adudu Nantu;Pangahu;Kec. Asparaga;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13791;SMP NEGERI 6 SATAP ASPARAGA;69786616;SMP;Dusun Sukamaju;PRIMA;Kec. Asparaga;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13792;SMP NEGERI 2 BATUDAA;40501893;SMP;Jl. Raja Bobihoe;Barakati;Kec. Batudaa;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13793;SMP TERBUKA 1 BATUDAA;40501566;SMP;JALAN RAYA BATUDAA;DESA PILOBUHUTA;Kec. Batudaa;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13794;SMP MUH. BATUDAA;40501523;SMP;Jln. H.Djafar Nusi ex.Hasanuddin No. 208;Ilohungayo;Kec. Batudaa;Kab. Gorontalo;Prov. Gorontalo;SWASTA
13795;SMP NEGERI 1 BATUDAA;40500379;SMP;Jalan Raya Batudaa;Pilobuhuta;Kec. Batudaa;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13796;SMPN 5 SATU ATAP BATUDAA PANTAI;40502438;SMP;Jln. Pangati Boni;Biluhu Timur;Kec. Batudaa Pantai;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13797;SMP NEGERI 2 BATUDAA PANTAI;40500396;SMP;Jl. Buke Panai;Bongo;Kec. Batudaa Pantai;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13798;SMPN 4 BATUDAA PANTAI;40501861;SMP;BATUDAA PANTAI;DESA TONTAYUO;Kec. Batudaa Pantai;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13799;SMP NEGERI 1 BATUDAA PANTAI;40500378;SMP;Jln. Buke Panai;Kayubulan;Kec. Batudaa Pantai;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13800;SMP NEGERI 3 SATU ATAP BATUDAA PANTAI;40502432;SMP;Jln. Buke Panai;Olimooo;Kec. Batudaa Pantai;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13801;SMP NEGERI 4 BATUDAA PANTAI;40501861;SMP;Jln. Buke Panai;Tontayuo;Kec. Batudaa Pantai;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13802;SMP NEGERI 1 BILATO;40500409;SMP;JL. RAJA PELEHU;Desa Bilato;Kec. Bilato;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13803;SMP NEGERI 2 BILATO;40500397;SMP;Jln Kiayi Modjo No 3;Desa Lamahu;Kec. Bilato;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13804;SMP NEGERI 3 SATU ATAP BILATO;69759083;SMP;Bilato;DESA MUSYAWARAH;Kec. Bilato;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13805;SMP NEGERI 4 SATAP BILATO;40501866;SMP;Jl. Raja Pelehu Desa Taulaa Kecamatan Bilato Kabupaten Gorontalo;Desa Taulaa;Kec. Bilato;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13806;SMP NEGERI 3 SATAP BILUHU;40502433;SMP;Jln. H. Rusli Habibie;Biluhu Barat;Kec. Biluhu;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13807;SMP NEGERI 2 SATU ATAP BILUHU;40502430;SMP;Jln. H. Rusli Habibie;Huwongo;Kec. Biluhu;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13808;SMP NEGERI 1 BILUHU;40500408;SMP;Desa Lobuto Timur;Lobuto Timur;Kec. Biluhu;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13809;SMP NEGERI 4 SATAP BILUHU;40502436;SMP;Luluo;Luluo;Kec. Biluhu;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13810;SMPN 03 BOLIYOHUTO;40500397;SMP;JLN. KIYAI MODJO NO 3, BOLIYOHUTO;-;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13811;SMPN 02 BOLIYOHUTO;40500409;SMP;BOLIYOHUTO;BOLIYOHUTO;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13812;SMPN 08 BOLIYOHUTO;40501866;SMP;BOLIYOHUTO;DESA SIDODADI;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13813;SMP TERBUKA 1 BOLIYOHUTO;40501558;SMP;Jl. Transmigrasi No 2 Sidomulyo Kecamatan Boliyohuto;Desa Sidomulyo;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13814;SMP NEGERI 6 BOLIYOHUTO;69888535;SMP;lingkar;Diloniyohu;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13815;SMP NEGERI 4 BOLIYOHUTO;40501865;SMP;Jl. Trans Sulawesi;Dulohupa;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13816;SMPN SATAP 04 BOLIYOHUTO;40501535;SMP;BOLIYOHUTO;POTANGA;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13817;SMP NEGERI 2 SATU ATAP BOLIYOHUTO;69786880;SMP;Jalan Hi. Salim Manumba;Potanga;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13818;SMP NEGERI 1 BOLIYOHUTO;40500367;SMP;Jln Transmigrasi No. 2;Sido Mulyo;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13819;SMP NEGERI 5 SATAP BOLIYOHUTO;40502439;SMP;Jalan Kromo Leksono;Sidodadi;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13820;SMP NEGERI 3 SATU ATAP BOLIYOHUTO;40502443;SMP;Gorontalo;TOLITE;Kec. Boliyohuto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13821;SMP NEGERI 5 SATU ATAP BONGOMEME;40501556;SMP;Jln. Botuwanggubu;Batulayar;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13822;SMP NEGERI 1 BONGOMEME;40502417;SMP;Jln. Nani Hasan;Huntulohulawa;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13823;SMP NEGERI 9 SATAP BONGOMEME;40502696;SMP;Desa Kayumerah Kecamatan Bongomeme;KAYUMERAH;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13824;SMP NEGERI 8 SATU ATAP BONGOMEME;40502694;SMP;Jln. Adrian Berahim;LIYOTO;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13825;SMP NEGERI 3 SATU ATAP BONGOMEME;40501549;SMP;Gorontalo;Molanihu;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13826;SMP NEGERI 2 BONGOMEME;40500398;SMP;Gorontalo;Molopatodu;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13827;SMP NEGERI 7 SATU ATAP BONGOMEME;40502695;SMP;Jln Adrian Berahim;Otopade;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13828;SMP TERBUKA 1 BONGOMEME;40501568;SMP;-;tidak diisi;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13829;SMP NEGERI 4 SATU ATAP BONGOMEME;40501553;SMP;Dusun Dulupia Selatan;Tohupo;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13830;SMP NEGERI 6 SATU ATAP BONGOMEME;40502451;SMP;Dusun Molawato;Upomela;Kec. Bongomeme;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13831;SMP NEGERI 3 SATU ATAP DUNGALIYO;40502455;SMP;Jln. Jusuf Dukalang;Ambara;Kec. Dungaliyo;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13832;SMP NEGERI 2 SATU ATAP DUNGALIYO;40501805;SMP;Jln.Yusuf Dukalang;Botubulowe;Kec. Dungaliyo;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13833;SMP NEGERI 4 SATU ATAP DUNGALIYO;40502697;SMP;Jln. Pancuran;DESA AYUHULA;Kec. Dungaliyo;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13834;SMP NEGERI 1 DUNGALIYO;40500368;SMP;Jalan Raja Bobihoe;Duwanga;Kec. Dungaliyo;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13835;SMP NEGERI 4 LIMBOTO;40500404;SMP;Jl. Hasan Dangkua;Biyonga;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13836;SMP NEGERI 8 LIMBOTO;40501896;SMP;Jln. Abdul Rahman Moito;Bulota;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13837;SMP NEGERI 9 LIMBOTO;40501869;SMP;Jl Abdul Rahman Moito;Dutulanaa;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13838;SMP NEGERI 2 LIMBOTO;40500412;SMP;Jl. Kasmat Lahay No. 108;Hunggaluwa;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13839;SMP NEGERI 3 LIMBOTO;40500400;SMP;Jln Samaun Pulubuhu;Hunggaluwa;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13840;SMP NEGERI 1 LIMBOTO;40500370;SMP;Jl.  Achmad A. Wahab No. 12;Kayubulan;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13841;SMP NEGERI 5 SATU ATAP LIMBOTO;40501547;SMP;Jln. Abdul Rahman Moito;Malahu;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13842;SMP NEGERI 7 SATU ATAP LIMBOTO;40502448;SMP;Gorontalo;POLOHUNGO;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13843;SMPS Islam Integral;69774638;SMP;Desa Tenilo;Tenilo;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;SWASTA
13844;SMP TERBUKA 1 LIMBOTO;40501560;SMP;-;tidak diisi;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13845;SMP NEGERI 6 SATU ATAP LIMBOTO;40501551;SMP;Jln.Halante;TILIHUWA;Kec. Limboto;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13846;SMP NEGERI 2 LIMBOTO BARAT;40500413;SMP;Jln Amal Mojo;Daenaa;Kec. Limboto Barat;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13847;SMP NEGERI 4 LIMBOTO BARAT;40501894;SMP;Gorontalo;Hutabohu;Kec. Limboto Barat;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13848;SMP NEGERI 3 LIMBOTO BARAT;40500401;SMP;Jl. Limboto Raya;Padengo;Kec. Limboto Barat;Kab. Gorontalo;Prov. Gorontalo;NEGERI
13849;SMP MUHAMMADIYAH PONE LIMBOTO BARAT;40500388;SMP;Jl. A.K. Luneto No. 277;Pone;Kec. Limboto Barat;Kab. Gorontalo;Prov. Gorontalo;SWASTA
13850;SMPIT LUKMANUL HAKIM;69969009;SMP;JL. TRANS SULAWESI;Tunggulo;Kec. Limboto Barat;Kab. Gorontalo;Prov. Gorontalo;SWASTA
